No,Fe,Cr,Mn,Si,Co,Mo,Ni,C,N,B,P,S,Al,Ti,Nb,Ta,Pb,Cu,Pre-irr,Irr,Temp,Stre,Dis,Swell
578,65.7447,16.792,1.2931,0.762816,0.0887291,2.41807,12.6537,0.0513813,0.0392154,0.00046602,0.0156796,0.0104033,0.00425418,0.00850836,0.00425418,0.00850836,0.00850836,0.0957458,2.02828,10.1672,605.536,0,954260000000000.00,6.53379
579,65.4382,16.7682,1.24638,0.988128,0.0564587,2.42867,12.8841,0.0469204,0.0306365,0.00157613,0.01,0.00702652,0.00194696,0.00146022,0.00486739,0,0,0.0853978,0,5.41368,525.353,30.6646,180000000000000.00,2.98388
580,65.978,16.7083,1.31744,0.437652,0.046583,2.41224,12.8987,0.0826081,0.00642348,0.00190713,0.010847,0.00684696,0.00230607,0.00172955,0.00576518,0,0,0.0827045,1.59653,7.2639,500.661,230.607,167296000000000.00,8.51072
581,66.5416,16.8535,1.0958,0.406636,0.0807007,2.36995,12.4509,0.0470654,0.0397476,0.00154626,0.00926636,0.00673364,0.00106543,0.000799071,0.00266357,0,0,0.0920093,0,5.48122,680.093,42.3508,180000000000000.00,1.52521
582,67.3815,16.6898,1.25846,0.436401,0.0599481,1.13389,12.8515,0.0467301,0.0294342,0.00173702,0.01,0.00654498,0.00182007,0.00136505,0.00455018,0,0,0.0863495,1.6731,6.69273,533.092,61.4274,180000000000000.00,3.19474
583,65.3766,16.5555,1.57341,0.47921,0.0718425,2.4721,12.9863,0.0562104,0.0321581,0.000398692,0.018921,0.0131052,0.00763151,0.015263,0.00763151,0.015263,0.015263,0.303165,0,6.9439,571.131,0,1256040000000000.00,11.0652
584,65.2848,16.5347,1.50025,0.66443,0.0137077,2.47128,13.3617,0.0493769,0.0114831,0.00231308,0.01,0.00612462,0.00350154,0.00262615,0.00875385,0,0,0.0749846,0,7.5296,491.318,55.1493,355707000000000.00,3.42
585,65.2853,16.6679,1.59835,0.525879,0.0183515,2.44788,13.2775,0.05,0.00462364,0.00192652,0.0118351,0.00898212,0.00308243,0.00231182,0.00770606,0,0,0.0883515,0,5.61979,564.355,0,2353110000000000.00,1.81604
586,65.3375,16.4489,1.59039,0.481641,0.00328159,2.48164,13.488,0.0505469,0.00709386,0.00237147,0.0106563,0.00649224,0.00432816,0.00392978,0.01,0.00109386,0.00109386,0.0710939,0,6.73363,421.04,378.123,180000000000000.00,1.07604
587,65.3278,16.4479,1.59953,0.483083,0.00616609,2.48308,13.4774,0.0510277,0.00805536,0.00225849,0.0112332,0.00692491,0.00461661,0.00474706,0.01,0.00205536,0.00205536,0.0720554,0,4.48934,461.696,93.3121,324903000000000.00,4.55867
588,64.7306,16.6698,1.30848,0.441211,0.0474082,2.42397,12.9699,0.0474141,0.0258253,0.00193972,0.01,0.00686197,0.00227607,0.00170705,0.00569016,0,0,1.30692,0,6.8399,589.295,54.0565,180000000000000.00,0.565324
589,65.4837,16.4933,1.65471,0.439704,0.0670296,2.48188,13.0972,0.0580317,0.0296554,0.000283562,0.0203129,0.0140159,0.00859408,0.0171882,0.00859408,0.0171882,0.0171882,0.0914059,0,12.528,667.816,0,884715000000000.00,0.597008
590,65.9012,16.6345,1.36128,0.449243,0.0410099,2.42874,13.0045,0.0489748,0.0210369,0.00174815,0.01,0.00634175,0.002633,0.00197475,0.00658251,0,0,0.0802525,0,3.92675,419.089,133.625,180000000000000.00,2.36058
591,65.3471,16.4499,1.5813,0.480205,0.000410445,2.48021,13.4985,0.0500684,0.00613681,0.00248392,0.0100821,0.00606157,0.00404104,0.00311629,0.01,0.000136815,0.000136815,0.0701368,0,4.65404,429.896,134.076,180000000000000.00,0.895061
592,65.0962,17.0951,1.69458,0.626561,0.073713,2.39344,12.7658,0.0531435,0.00817305,4.72E-05,0.0192574,0.0177426,0.00314348,0.00628697,0.00314348,0.00628697,0.00628697,0.131139,0,9.41985,563.011,0,623231000000000.00,9.49474
593,65.3715,16.5317,1.49433,0.610489,0.0144988,2.46682,13.3418,0.0492092,0.0123267,0.00226275,0.01,0.00626361,0.00347277,0.00260458,0.00868193,0,0,0.0739542,0,3.21152,440.805,90.2921,180000000000000.00,5.36303
594,65.7178,16.6013,1.41223,0.466249,0.0302527,2.4415,13.115,0.0714519,0.0348776,0.00203246,0.010275,0.00655005,0.0028999,0.00217493,0.00724975,0,0,0.0782507,1.0561,5.6561,481.53,97.8717,180000000000000.00,9.18626
595,65.1757,16.4329,1.74285,0.505713,0.0514258,2.50571,13.3114,0.058571,0.0231419,0.000485822,0.0202852,0.0137139,0.00914258,0.0175706,0.01,0.0171419,0.0171419,0.0871419,0,11.9855,558.566,22.7216,180000000000000.00,15.5736
596,65.1192,16.7549,1.29306,1.14355,0.0493181,2.44862,13.0023,0.0477583,0.0257272,0.00182748,0.01,0.00644835,0.00220661,0.00165496,0.00551654,0,0,0.0879339,0.883243,8.12436,482.417,70.06,180000000000000.00,4.43328
597,65.3485,16.45,1.58,0.48,0,2.48,13.5,0.05,0.006,0.0025,0.01,0.006,0.004,0.003,0.01,0,0,0.07,0,3.18225,443.081,81.3541,180000000000000.00,0.928381
598,65.2329,16.4385,1.68895,0.497203,0.0344059,2.4972,13.3738,0.0557343,0.0174686,0.00115244,0.0168812,0.0111609,0.00744059,0.0127483,0.01,0.0114686,0.0114686,0.0814686,0,11.8245,492.686,67.8243,1223650000000000.00,5.93163
599,65.9517,16.6971,1.30594,0.457536,0.0494202,2.4171,12.871,0.0850434,0.0531738,0.00173623,0.0104493,0.00689855,0.0022029,0.00165218,0.00550725,0,0,0.0834782,1.72521,7.86725,539.043,34.6957,180000000000000.00,11.0072
600,63.9493,17.7544,1.79859,0.595755,0.00282994,2.26226,13.2419,0.0504717,0.0498209,0.000959909,0.0172358,0.0111887,0.0957551,0.0104717,0.000471656,0.000943312,0.000943312,0.156698,0,3.70939,525.576,0,246504000000000.00,1.04598
601,66.3187,16.6921,1.24574,0.441348,0.0912057,2.41014,12.556,0.0518865,0.0422269,0.00036844,0.0138865,0.0100071,0.00375887,0.00751773,0.00375887,0.00751773,0.00751773,0.0962411,0,7.80255,668.66,0,710000000000000.00,0.599688
602,65.1719,16.4325,1.74638,0.506271,0.0525411,2.50627,13.3073,0.0587569,0.0235137,0.00044214,0.0205082,0.0138812,0.00925411,0.0178866,0.01,0.0175137,0.0175137,0.0875137,0,12.8314,569.985,16.7825,1414720000000000.00,12.7944
603,65.3475,16.4535,1.5803,0.48074,0.000296193,2.47948,13.4964,0.05,0.00597779,0.00249074,0.0100296,0.00604813,0.00398519,0.00298889,0.00996298,0,0,0.0702962,0,9.2916,467.104,190.293,2989560000000000.00,2.34907
604,65.278,16.443,1.64641,0.490486,0.0209714,2.49049,13.4231,0.0534952,0.0129905,0.00167862,0.0141943,0.00914571,0.00609714,0.00894189,0.01,0.00699046,0.00699046,0.0769905,0,7.88551,485.273,132.047,672827000000000.00,5.57545
605,64.9437,16.9881,1.07353,1.65122,0.0870499,2.4246,12.6216,0.0460432,0.04082,0.00131296,0.01,0.00679136,0.000834548,0.000625911,0.00208637,0,0,0.101655,0,4.12879,541.201,83.4548,180000000000000.00,0.167482
606,65.6525,16.6187,1.52736,0.471058,0.0749778,2.45308,12.9205,0.0800703,0.0203084,0.000434579,0.0190044,0.0129031,0.00700444,0.0140089,0.00700444,0.0140089,0.0140089,0.0929956,1.12933,8.48203,665.529,0,1473170000000000.00,12.7536
607,65.3032,16.4845,1.69069,0.507133,0.064778,2.49375,13.1692,0.0585666,0.0286757,0.000240781,0.0207577,0.0143311,0.00904441,0.0180888,0.00904441,0.0180888,0.0180888,0.0919112,0.188251,13.3473,516.331,0,1455260000000000.00,0.54109
608,65.3485,16.45,1.58,0.48,0,2.48,13.5,0.05,0.006,0.0025,0.01,0.006,0.004,0.003,0.01,0,0,0.07,0,3.59373,444.804,123.114,180000000000000.00,0.512617
609,65.3485,16.45,1.58,0.48,0,2.48,13.5,0.05,0.006,0.0025,0.01,0.006,0.004,0.003,0.01,0,0,0.07,0,2.82013,448.709,111.23,180000000000000.00,0.418281
610,65.4232,16.4749,1.55043,0.475842,0.00554358,2.47307,13.433,0.0498614,0.00803265,0.00239837,0.01,0.0060462,0.00381521,0.00286141,0.00953804,0,0,0.0713859,0.174161,6.49424,422.563,381.521,180000000000000.00,3.89444
611,68.1304,16.8607,1.04156,0.406992,0.100387,1.12934,12.122,0.045437,0.045242,0.00131361,0.01,0.00782521,0.00034958,0.000262185,0.00087395,0,0,0.0973782,0,2.04301,465.699,5.50588,180000000000000.00,0.116134
612,65.3608,16.4533,1.57563,0.479437,0.000774721,2.47887,13.4899,0.0499859,0.00630285,0.00248944,0.01,0.00601409,0.00397183,0.00297887,0.00992957,0,0,0.0695774,0,7.36148,472.359,62.5563,180000000000000.00,6.21739
613,65.0952,16.5037,1.7723,0.521519,0.0553923,2.48619,13.2823,0.0569282,0.0278431,0.000215276,0.021616,0.0144624,0.00923204,0.0184641,0.00923204,0.0184641,0.0184641,0.0884641,0,13.4885,660.345,0,1481720000000000.00,0.231215
614,66.8383,16.7419,1.1523,0.160923,0.0746776,2.36459,12.4681,0.0472845,0.0372288,0.00154956,0.01,0.00735777,0.00128445,0.000963338,0.00321113,0,0,0.0903666,1.25594,6.34474,483.99,65.1859,1137230000000000.00,3.41776
615,64.9415,16.4779,1.70115,0.499924,0.0641981,2.49657,13.165,0.0586566,0.0284349,0.000246557,0.0210764,0.0144123,0.00916037,0.0183207,0.00916037,0.0183207,0.0183207,0.457756,0,8.08271,680.802,0,1471610000000000.00,13.2565
616,66.2852,16.8344,1.18929,0.416982,0.0693193,2.37917,12.6052,0.0985235,0.00663018,0.00161775,0.0112604,0.00726035,0.0014793,0.00110947,0.00369825,0,0,0.0889053,2.37576,7.01987,549.363,49.9264,180000000000000.00,11.444
617,66.3981,16.6049,1.37686,0.452455,0.0378739,1.97042,12.9801,0.0482785,0.0208052,0.0020524,0.01,0.00668862,0.00262277,0.00196708,0.00655692,0,0,0.0803292,0,3.64446,551.325,68.192,180000000000000.00,2.21905
618,65.1462,17.1476,1.63875,0.62687,0.058748,2.37719,12.7877,0.05,0.0015939,0.000664125,0.0158748,0.0155466,0.0010626,0.00079695,0.0026565,0,0,0.128748,0,6.88054,468.078,33.7375,180000000000000.00,5.45889
619,65.7366,16.5438,1.44781,0.465076,0.00426408,2.44376,13.1866,0.0487208,0.0151678,0.00218019,0.01,0.0062132,0.00314718,0.00236039,0.00786796,0,0,0.0763961,0,4.47208,499.571,159.72,180000000000000.00,4.64438
620,65.6408,16.5621,1.4496,0.48,0.0224131,2.45147,13.2188,0.0489812,0.0157803,0.00221474,0.00979624,0.00640751,0.00318498,0.00238873,0.00796245,0,0,0.0781502,0,7.48797,447.775,126.603,180000000000000.00,4.73273
621,65.5169,16.4907,1.52263,0.473523,0.00185057,2.46427,13.364,0.0494448,0.00997873,0.00236121,0.01,0.00609253,0.00362989,0.00272241,0.00907471,0,0,0.0727759,0,4.50192,447.136,184.217,180000000000000.00,3.09828
622,66.026,16.6762,1.31189,0.442296,0.0502715,2.41716,12.8926,0.0487432,0.0244329,0.00157836,0.01,0.00641893,0.00232428,0.00174321,0.00581071,0,0,0.0825679,0,3.77471,416.851,117.957,180000000000000.00,0.784857
623,66.6129,16.8045,1.11208,0.423283,0.0779861,2.38783,12.4436,0.0166787,0.00670896,0.00150745,0.00929104,0.00741793,0.00116414,0.000873107,0.00291036,0,0,0.0912689,1.83622,7.67349,495.448,36.9615,1179640000000000.00,2.19727
624,64.9863,16.5258,1.48634,0.466227,0.612917,2.45521,13.2989,0.0488981,0.0119226,0.00233472,0.0101377,0.00627547,0.00344906,0.0025868,0.00862266,0,0,0.074132,0,4.51736,474.59,116.406,180000000000000.00,0.0883212
625,65.3448,16.4496,1.58352,0.480556,0.00111187,2.48056,13.4959,0.0501853,0.00637062,0.00245645,0.0102224,0.00616678,0.00411119,0.00331503,0.01,0.000370625,0.000370625,0.0703706,0,8.99451,462.168,124.647,206129000000000.00,1.03425
626,65.2158,16.4368,1.70501,0.499738,0.039477,2.49974,13.3553,0.0565795,0.019159,0.000953819,0.0178954,0.0119215,0.0079477,0.0141851,0.01,0.013159,0.013159,0.083159,0,12.2555,498.819,43.4404,719519000000000.00,4.71249
627,66.4754,16.9255,1.13293,0.407754,0.0993253,2.36056,12.3362,0.112696,0.0102699,0.00081853,0.0141349,0.00949446,0.00213494,0.00426989,0.00213494,0.00426989,0.00426989,0.0978651,0,3.88321,534.214,0,481027000000000.00,0.246641
628,65.6051,16.6366,1.38423,0.623771,0.0336484,2.44023,13.0993,0.0484705,0.0191535,0.00194939,0.0103059,0.00630589,0.00277642,0.00208232,0.00694105,0,0,0.0791768,0,6.21619,504.201,43.7286,180000000000000.00,4.14357
629,65.4635,16.4778,1.54083,0.475577,0.00126366,2.46926,13.4071,0.0496209,0.00871687,0.00240523,0.01,0.00606318,0.00374727,0.00281045,0.00936817,0,0,0.0718955,0,7.03543,472.81,59.0195,180000000000000.00,3.20575
630,65.1501,16.4303,1.76691,0.509512,0.0590241,2.50951,13.2836,0.0598374,0.0256747,0.000188223,0.0218048,0.0148536,0.00990241,0.0197235,0.01,0.0196747,0.0196747,0.0896747,0,13.8764,587.121,6.50599,1567070000000000.00,14.2661
631,68.5243,16.932,0.982585,0.395057,0.11,0.580922,12.2532,0.0645137,0.0386196,0.0011,0.0104943,0.00724715,0,0,0,0,0,0.1,0.931765,3.23782,450.609,0,172585000000000.00,0.403576
632,65.5778,16.5062,1.49564,0.463384,0.0153374,2.46466,13.307,0.0497444,0.012135,0.00224438,0.00884969,0.00574438,0.00348875,0.00261656,0.00872188,0,0,0.0763906,0,3.24663,439.331,90.7076,180000000000000.00,0.719928
633,65.3485,16.45,1.58,0.48,0,2.48,13.5,0.05,0.006,0.0025,0.01,0.006,0.004,0.003,0.01,0,0,0.07,0,2.95019,447,72.8131,1025650000000000.00,4.32699
634,66.2923,16.8373,1.18634,0.416507,0.0698423,2.37841,12.5984,0.0988896,0.00663493,0.0016111,0.0112699,0.00726986,0.00146028,0.00109521,0.0036507,0,0,0.0890479,2.39369,8.06033,566.335,22.9994,180000000000000.00,9.80266
635,65.1469,16.43,1.77,0.51,0.06,2.51,13.28,0.06,0.026,0.00015,0.022,0.015,0.01,0.02,0.01,0.02,0.02,0.09,0,10.3962,643.972,0,1386590000000000.00,7.90586
636,65.1688,16.4322,1.74929,0.506731,0.0534613,2.50673,13.304,0.0589102,0.0238204,0.000406099,0.0206923,0.0140192,0.00934613,0.0181474,0.01,0.0178204,0.0178204,0.0878204,0,11.9442,550.519,6.86563,180000000000000.00,15.804
637,67.9622,15.329,1.19089,0.417056,9.57E-02,2.39561,12.372,0.0499907,0.0445888,0.000972196,0.0127056,0.00928038,0.00285047,0.00570094,0.00285047,5.70E-03,5.70E-03,0.0971495,0,6.47295,710.402,0,698786000000000.00,-0.0122476
638,64.8829,17.0689,0.997461,1.82712,0.100124,2.41628,12.4897,0.0454489,0.0460495,0.00113468,0.01,0.00691022,0.000359133,0.00026935,0.000897833,0,0,0.106409,1.6839,6.83152,504.344,9.33747,1463410000000000.00,6.47833
639,66.3621,16.7885,1.17887,0.423591,0.0752125,2.38598,12.5912,0.0481197,0.0335779,0.0011211,0.01,0.00662677,0.00149292,0.00111969,0.00373229,0,0,0.0888031,0,5.82882,641.763,35.4568,180000000000000.00,0.367249
640,66.2817,15.6003,1.20664,0.422065,0.0708092,2.377,13.8476,0.0474251,0.0330362,0.00140568,0.00935628,0.00728744,0.00142512,0.00106884,0.0035628,0,0,0.0893116,0,3.87903,558.388,72.3249,180000000000000.00,2.09021
641,66.0169,16.7243,1.3012,0.435032,0.0494645,2.40805,12.8615,0.0846251,0.00644968,0.00187045,0.0108994,0.00689935,0.00220129,0.00165097,0.00550323,0,0,0.0834903,1.69528,8.69315,531.948,87.5014,180000000000000.00,10.0133
642,65.8751,16.5277,1.47807,0.466179,0.0190032,2.22432,13.2391,0.0491362,0.0134285,0.00227542,0.01,0.00634551,0.00330897,0.00248173,0.00827243,0,0,0.0751827,0,3.07694,438.017,86.0333,180000000000000.00,0.665981
643,66.7748,16.9263,1.01554,0.400622,0.105837,2.3477,12.2211,0.0473541,0.0448069,0.000559654,0.01,0.00688198,0.000472098,0.000354073,0.00118024,0,0,0.0964593,3.32505,8.19923,595.569,47.2098,153541000000000.00,10.2451
644,65.6613,16.5558,1.45305,0.460765,0.0211581,2.45115,13.2249,0.0492306,0.0148479,0.00224995,0.00980765,0.00619235,0.00323061,0.00242296,0.00807654,0,0,0.0757704,0,7.54396,458.077,102.572,180000000000000.00,1.07553
645,65.0978,17.0744,1.69692,0.622938,0.0732868,2.39706,12.7817,0.0533566,0.00872718,5.03E-05,0.0193426,0.0176574,0.00335661,0.00671321,0.00335661,0.00671321,0.00671321,0.12986,0,9.56221,511.021,0,653281000000000.00,4.85038
646,65.3805,16.4576,1.56759,0.478472,0.00210091,2.47752,13.4736,0.0499427,0.00687856,0.0024618,0.0099809,0.0060191,0.0039236,0.0029427,0.00980901,0,0,0.070573,0,3.36677,445.95,102.014,180000000000000.00,6.08254
647,65.1578,16.4311,1.75964,0.508365,0.0567297,2.50836,13.292,0.0594549,0.0249099,0.000278087,0.0213459,0.0145095,0.00967297,0.0190734,0.01,0.0189099,0.0189099,0.0889099,0,13.4222,513.185,5.66853,1513150000000000.00,7.44681
648,65.2607,16.4413,1.66271,0.493059,0.0261176,2.49306,13.4042,0.0543529,0.0147059,0.00147706,0.0152235,0.00991763,0.00661176,0.0104,0.01,0.00870585,0.00870585,0.0787059,0,10.2729,492.153,35.5766,972233000000000.00,6.89647
649,65.3834,16.5738,1.45024,0.677633,0.0219592,2.46004,13.2604,0.0488022,0.0155822,0.00214067,0.01,0.00639926,0.00320148,0.00240111,0.00800371,0,0,0.0759889,0,5.51564,410.405,320.148,180000000000000.00,4.71626
650,66.458,16.9053,1.11722,0.405358,0.0821062,2.36057,12.4401,0.107474,0.00674642,0.00145501,0.0114928,0.00749284,0.00101432,0.000760741,0.0025358,0,0,0.0923926,2.814,7.16196,576.131,26.3723,1232450000000000.00,10.1638
651,65.502,16.9943,1.00931,1.3492,0.0965776,2.3922,12.4464,0.0447321,0.048143,0.000919639,0.01,0.00775596,0.000488086,0.000366065,0.00122022,0,0,0.0963394,3.09926,8.49613,600.477,19.4014,180000000000000.00,14.3286
652,66.937,16.9804,0.951356,0.391597,0.117871,2.33266,12.0757,0.0470532,0.0492193,0.000339037,0.01,0.00698226,7.10E-05,5.32E-05,0.000177439,0,0,0.0994677,3.70311,8.35057,616.93,1.84537,180000000000000.00,13.4492
653,65.5018,16.5118,1.6188,0.481539,0.070673,2.48332,13.0505,0.0578654,0.0309808,2.12E-04,0.0182644,0.0130433,0.00822116,0.0164423,0.00822116,0.0164423,0.0164423,0.0953365,0,11.0307,616.952,0,1676250000000000.00,2.87225
654,65.2597,16.4412,1.66363,0.493205,0.0264108,2.49321,13.4032,0.0544018,0.0148036,0.00146558,0.0152822,0.00996162,0.00664108,0.0104831,0.01,0.00880361,0.00880361,0.0788036,0,10.4846,510.621,53.1829,180000000000000.00,11.0669
655,65.2634,16.4416,1.66014,0.492653,0.0253069,2.49265,13.4072,0.0542178,0.0144356,0.00150881,0.0150614,0.00979603,0.00653069,0.0101703,0.01,0.00843563,0.00843563,0.0784356,0,5.60891,531.194,231.287,2405290000000000.00,-0.0392871
656,65.1995,16.4352,1.7204,0.502168,0.0443358,2.50217,13.3374,0.0573893,0.0207786,0.000763513,0.0188672,0.0126504,0.00843358,0.0155618,0.01,0.0147786,0.0147786,0.0847786,0,10.4376,525.8,52.9971,180000000000000.00,13.2976
657,66.0752,16.7477,1.24984,0.452938,0.0595362,2.40423,12.7423,0.0922166,0.06283,0.0015799,0.0105412,0.00708248,0.00183505,0.00137629,0.00458762,0,0,0.0862371,2.07835,8.65103,546.598,58.2627,180000000000000.00,12.0188
658,65.1553,17.1161,1.63609,0.620229,0.0560915,2.38184,12.8199,0.05,0.00179313,0.000747139,0.0156092,0.0151149,0.00119542,0.000896567,0.00298856,0,0,0.126092,0,7.25932,491.551,47.5181,180000000000000.00,5.65655
659,65.1647,16.4318,1.75323,0.507352,0.0547037,2.50735,13.2994,0.0591173,0.0242346,0.00035744,0.0209407,0.0142056,0.00947037,0.0184994,0.01,0.0182346,0.0182346,0.0882346,0,7.51753,448.146,17.9192,1839340000000000.00,0.523454
660,66.1027,16.7595,1.26542,0.429261,0.0558129,2.39882,12.7795,0.089069,0.00650739,0.00178965,0.0110148,0.00701478,0.00197044,0.00147783,0.0049261,0,0,0.0852217,1.91286,5.95724,534.778,51.2315,895420000000000.00,6.48015
661,66.8989,16.8847,1.00624,0.410454,0.095626,2.36699,12.2047,0.00914161,0.00686933,0.00128294,0.00913067,0.00773865,0.000522691,0.000392018,0.00130673,0,0,0.0960798,3.3556,7.95128,601.052,0,1435210000000000.00,2.05782
662,66.0774,16.9801,1.02387,0.888411,0.0955855,2.36704,12.3617,0.0456552,0.0433652,0.000935874,0.010869,0.00686896,0.000524164,0.000393123,0.00131041,0,0,0.0960688,1.71185,7.3967,407.862,16.6422,180000000000000.00,1.72553
663,65.3476,16.4504,1.58173,0.479918,8.22E-05,2.47987,13.4989,0.0499955,0.00603739,0.00249903,0.00999925,0.00600075,0.00399701,0.00299776,0.00999252,0,0,0.0700224,0,4.59973,429.247,202.848,180000000000000.00,3.4174
664,64.1514,17.2932,1.86351,0.517193,0.016842,2.72579,13.1937,0.045614,0.00729818,4.21E-05,0.0212807,0.00852629,0.00280699,0.00561399,0.00280699,0.00561399,0.00561399,0.133158,0,7.41121,571.035,0,410174000000000.00,3.37352
665,65.3628,16.5006,1.52691,0.560863,0.00898477,2.47183,13.402,0.0495099,0.00992063,0.00235298,0.01,0.00616336,3.67E-03,2.75E-03,0.0091832,0,0,0.0724504,0.28833,7.48495,485.007,57.8542,180000000000000.00,1.97824
666,65.047,16.6102,1.40226,0.459973,0.0275374,3.09333,13.1846,0.0487483,0.0172653,0.00212449,0.0102503,0.00650068,0.00299864,0.00224898,0.0074966,0,0,0.0775102,0.768545,8.78484,500.054,71.2177,180000000000000.00,3.96934
